"Identifiant__BAN";"Conso_chauffage_dépensier_é_finale";"Emission_GES_ECS";"Type_énergie_n°1";"Date_établissement_DPE";"Nom__commune_(BAN)";"Emission_GES_chauffage";"Coût_total_5_usages";"Conso_ECS_é_finale";"Emission_GES_5_usages";"N°DPE";"Code_postal_(BAN)";"Conso_ECS_é_primaire";"Etiquette_GES";"Coordonnée_cartographique_X_(BAN)";"Date_fin_validité_DPE";"Conso_chauffage_é_finale";"Type_bâtiment";"Conso_5_usages_par_m²_é_primaire";"Etiquette_DPE";"Coût_chauffage";"Emission_GES_5_usages_par_m²";"Conso_5_usages_é_finale";"N°_département_(BAN)";"_geopoint";"N°_région_(BAN)";"Surface_habitable_logement";"Version_DPE";"Coordonnée_cartographique_Y_(BAN)";"Code_INSEE_(BAN)";"Coût_ECS";"_score";"Année_construction";"id_fantoir";"numero";"rep";"nom_voie";"code_postal";"code_insee";"nom_commune";"code_insee_ancienne_commune";"nom_ancienne_commune";"x";"y";"lon";"lat";"type_position";"alias";"nom_ld";"libelle_acheminement";"nom_afnor";"source_position";"source_nom_voie";"certification_commune";"cad_parcelles"
"565";"48080_0331_00012";16172.2;437.5;"GPL";"2023-01-23";"Langogne";4240.2;2744.8;1608.6;4741.4;"2348E0218468O";"48300";1608.6;"E";768030.68;"2033-01-22";15589;"maison";241;"E";2230;58;18179.1;"48";"44.72703402073973,3.859170999159401";"76";80.7;2.2;6403470.9;"48080";230.1;39.185555;2005;"48080_0331";12;"";"Impasse des Hauts du Langouyrou";48300;48080;"Langogne";NA;"";768031.35;6403474.46;3.85918;44.727066;"entrée";NA;"";"LANGOGNE";"IMPASSE DES HAUTS DU LANGOUYROU";"commune";"commune";1;"48080000AL1073"
"566";"48080_0333_00002";26936.2;45.6;"Fioul domestique";"2022-08-01";"Langogne";5867.7;2201.4;701;5956.7;"2248E1760049C";"48300";1612.4;"D";767996.89;"2032-07-31";26026.1;"maison";227;"D";1861;46;27386.4;"48";"44.72905297429196,3.8587750449687666";"76";127.9;2.1;6403694.8;"48080";175.4;40.647823;NA;"48080_0333";2;"";"Avenue Jean Jaurès";48300;48080;"Langogne";NA;"";768003.64;6403692.43;3.85886;44.729031;"parcelle";NA;"";"LANGOGNE";"AVENUE JEAN JAURES";"commune";"commune";1;"48080000AL0822"
"567";"48080_0333_00013";4968.4;125.2;"Électricité";"2023-01-08";"Langogne";380.6;1255;1926.8;540.2;"2348E0058382K";"48300";4431.7;"B";768054.29;"2033-01-07";4818.2;"appartement";254;"E";824;8;7271.5;"48";"44.72846597465886,3.8594910505342384";"76";65.7;2.2;6403630.22;"48080";329.5;39.185555;NA;"48080_0333";13;"";"Avenue Jean Jaurès";48300;48080;"Langogne";NA;"";768062.17;6403633.09;3.859591;44.728491;"parcelle";NA;"";"LANGOGNE";"AVENUE JEAN JAURES";"commune";"commune";1;"48080000ZE0164"
"568";"48080_0344_00017_bis";41894.3;167.6;"Fioul domestique";"2023-09-24";"Langogne";13069.9;4302.2;2578.3;13281.8;"2348E3194189J";"48300";5930.1;"E";768057.19;"2033-09-23";40339.1;"maison";276;"E";3687.8;76;43584;"48";"44.72245900430661,3.85943595886168";"76";172.8;2.3;6402962.99;"48080";488.2;39.462086;NA;"48080_0344";17;"bis";"Avenue Jean Moulin";48300;48080;"Langogne";NA;"";768056.32;6402962.87;3.859425;44.722458;"";NA;"";"LANGOGNE";"AVENUE JEAN MOULIN";"commune";"commune";0;""
"569";"48080_0345_00004";4573.3;89.4;"Électricité";"2022-07-28";"Langogne";350;1060.3;1375.3;461.2;"2248E1739025M";"48300";3163.3;"C";767913.79;"2032-07-27";4430.7;"appartement";387;"E";765;12;6141.1;"48";"44.726853979433194,3.85769197406207";"76";36.4;2.1;6403449.63;"48080";237.5;40.647823;NA;"48080_0345";4;"";"Quai du Langouyrou";48300;48080;"Langogne";NA;"";767915.85;6403449.77;3.857718;44.726855;"bâtiment";NA;"";"LANGOGNE";"QUAI DU LANGOUYROU";"commune";"commune";1;"48080000AL1027"
"570";"48080_0345_00004";9978.3;126.8;"Électricité";"2023-11-28";"Langogne";761.5;1940.2;1950.9;898.2;"2348E4085885J";"48300";4487.1;"C";767913.79;"2033-11-27";9639.8;"appartement";374;"E";1594.1;12;11733;"48";"44.726853979433194,3.85769197406207";"76";72.1;2.3;6403449.63;"48080";322.6;42.09978;NA;"48080_0345";4;"";"Quai du Langouyrou";48300;48080;"Langogne";NA;"";767915.85;6403449.77;3.857718;44.726855;"bâtiment";NA;"";"LANGOGNE";"QUAI DU LANGOUYROU";"commune";"commune";1;"48080000AL1027"
"571";"48080_0345_00004";17797.6;142.9;"Électricité";"2021-11-02";"Langogne";1357.4;3322.7;2197.7;1557.4;"2148E0613026U";"48300";5054.8;"C";767913.79;"2031-11-01";17182;"appartement";458;"F";2791.4;15;20256.6;"48";"44.726853979433194,3.85769197406207";"76";101.7;1.1;6403449.63;"48080";379.8;40.441967;1983;"48080_0345";4;"";"Quai du Langouyrou";48300;48080;"Langogne";NA;"";767915.85;6403449.77;3.857718;44.726855;"bâtiment";NA;"";"LANGOGNE";"QUAI DU LANGOUYROU";"commune";"commune";1;"48080000AL1027"
"572";"48080_0345_00006";2470.3;4.3;"Électricité";"2024-09-03";"Langogne";6.3;839;1354.5;261.8;"2448E3075234F";"48300";3115.4;"B";767916.68;"2034-09-02";2021.3;"appartement";328.5;"E";472;10.4;3592.7;"48";"44.72708397895908,3.8577319784074633";"76";25.2;2.4;6403475.21;"48080";316;40.156857;1997;"48080_0345";6;"";"Quai du Langouyrou";48300;48080;"Langogne";NA;"";767918.32;6403477.56;3.857753;44.727105;"bâtiment";NA;"";"LANGOGNE";"QUAI DU LANGOUYROU";"commune";"commune";1;"48080000AL0735"
"573";"48080_0345_00006";4970.3;96.6;"Électricité";"2023-06-13";"Langogne";377;1086.8;1485.9;477.1;"2348E1974292G";"48300";3417.7;"C";767916.68;"2033-06-12";4772.4;"appartement";559;"G";822;18;6309.6;"48";"44.72708397895908,3.8577319784074633";"76";25.9;2.2;6403475.21;"48080";255.9;39.215748;1979;"48080_0345";6;"";"Quai du Langouyrou";48300;48080;"Langogne";NA;"";767918.32;6403477.56;3.857753;44.727105;"bâtiment";NA;"";"LANGOGNE";"QUAI DU LANGOUYROU";"commune";"commune";1;"48080000AL0735"
"574";"48080_0347_00001";7762.6;142.6;"Électricité";"2023-05-01";"Langogne";595.1;1738.3;2193.4;784.8;"2348E1448551L";"48300";5044.8;"B";766362.32;"2033-04-30";7533.3;"maison";308;"E";1253.1;10;10450;"48";"44.7226510095806,3.8380349418260753";"76";78;2.2;6402966.1;"48080";364.9;39.215748;NA;"48080_0347";1;"";"Rue du Lac";48300;48080;"Langogne";NA;"";766359.26;6402964.29;3.837996;44.722635;"parcelle";NA;"";"LANGOGNE";"RUE DU LAC";"commune";"commune";1;"48080000ZI0395"
"575";"48080_0347_00007";8213.3;104.7;"Électricité";"2023-06-06";"Langogne";627.8;1615.6;1611.2;740.3;"2348E1877814O";"48300";3705.8;"C";766306.07;"2033-06-05";7946.5;"maison";389;"E";1327.6;12;9670.3;"48";"44.72261398033944,3.837324029601597";"76";57.1;2.2;6402961.39;"48080";269.2;39.215748;2006;"48080_0347";7;"";"Rue du Lac";48300;48080;"Langogne";NA;"";766308.47;6402966.31;3.837355;44.722658;"parcelle";NA;"";"LANGOGNE";"RUE DU LAC";"commune";"commune";1;"48080000ZI0189"
"576";"48080_0353_00004";27236.3;133.2;"Bois – Bûches";"2022-11-27";"Langogne";1256.7;2578.3;2049.5;1438.9;"2248E2838967Y";"48300";4713.7;"C";767477.41;"2032-11-26";26177.9;"maison";492;"F";2116.6;15;28977.4;"48";"44.72866297378696,3.8522080482227183";"76";91.6;2.2;6403645.85;"48080";338;40.647823;NA;"48080_0353";4;"";"Allée des Lilas";48300;48080;"Langogne";NA;"";767469.54;6403648.32;3.852109;44.728686;"parcelle";NA;"";"LANGOGNE";"ALLEE DES LILAS";"commune";"commune";1;"48080000AL0860"
"577";"48080_0360_00003";22032.3;719.9;"Électricité";"2021-11-14";"Langogne";636.2;1521.7;2221.9;1367.5;"2148E0682531B";"48300";2221.9;"C";767377.49;"2031-11-13";21207.2;"maison";289;"E";1270.5;16;23594.5;"48";"44.72389904372792,3.8508740420239924";"76";82.4;1.1;6403115.59;"48080";203.1;40.441967;1978;"48080_0360";3;"";"Chemin des Lombards";48300;48080;"Langogne";NA;"";767374.39;6403115.89;3.850835;44.723902;"parcelle";NA;"";"LANGOGNE";"CHEMIN DES LOMBARDS";"commune";"commune";1;"48080000AK0061"
"578";"48080_0360_00027";7340;94.7;"Électricité";"2023-03-27";"Langogne";547.3;1442;1456.2;564;"2348E1072177N";"48300";3349.2;"B";767254.24;"2033-03-26";6927.5;"appartement";209;"D";1166;6;8569.1;"48";"44.725521974661824,3.8493420110659464";"76";94;2.2;6403294.54;"48080";245;39.185555;1965;"48080_0360";27;"";"Chemin des Lombards";48300;48080;"Langogne";NA;"";767240.91;6403297.07;3.849174;44.725546;"bâtiment";NA;"";"LANGOGNE";"CHEMIN DES LOMBARDS";"commune";"commune";1;"48080000AK0082"
"579";"48080_0380_00002";18842.9;617.6;"GPL";"2022-02-28";"Langogne";4977.7;3078.1;2270.5;5626.2;"2248E0403796N";"48300";2270.5;"E";767803.63;"2032-02-28";18300.4;"maison";200;"E";2617.9;52;21037.7;"48";"44.72707197903176,3.8563040110374573";"76";107.8;2.1;6403472.65;"48080";324.8;40.647823;1947;"48080_0380";2;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.22;6403474.35;3.856337;44.727087;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;""
"580";"48080_0380_00004";6334.4;327.3;"Gaz naturel";"2023-07-12";"Langogne";1406.8;796.9;1441.9;1749.4;"2348E2371827B";"48300";1441.9;"E";767805.31;"2033-07-11";6197.5;"appartement";339;"E";591.5;72;7873.3;"48";"44.72719100720438,3.856327039670805";"76";24.1;2.2;6403485.89;"48080";137.6;39.462086;NA;"48080_0380";4;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767809.37;6403483.49;3.856378;44.727169;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;""
"581";"48080_0380_00004";9990.6;413.1;"Gaz naturel";"2023-07-12";"Langogne";2213.5;1066.9;1820;2644.9;"2348E2374731T";"48300";1820;"E";767805.31;"2033-07-11";9751.1;"appartement";274;"E";830.9;59;11850.1;"48";"44.72719100720438,3.856327039670805";"76";44.4;2.2;6403485.89;"48080";155.1;39.462086;NA;"48080_0380";4;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767809.37;6403483.49;3.856378;44.727169;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;""
"582";"48080_0380_00004";3506.3;308.8;"Gaz naturel";"2023-07-12";"Langogne";793.6;603;1360.4;1116.5;"2348E2371250W";"48300";1360.4;"E";767805.31;"2033-07-11";3496;"appartement";289;"E";388.8;60;5073.3;"48";"44.72719100720438,3.856327039670805";"76";18.5;2.2;6403485.89;"48080";151.3;39.462086;NA;"48080_0380";4;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767809.37;6403483.49;3.856378;44.727169;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;""
"583";"48080_0380_00004";9464;415.8;"Gaz naturel";"2023-07-12";"Langogne";2105.1;1040.5;1831.9;2540.2;"2348E2370524Y";"48300";1831.9;"D";767805.31;"2033-07-11";9273.7;"appartement";228;"D";797.9;49;11398.5;"48";"44.72719100720438,3.856327039670805";"76";51.7;2.2;6403485.89;"48080";157.6;39.462086;NA;"48080_0380";4;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767809.37;6403483.49;3.856378;44.727169;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;""
"584";"48080_0380_00012";12187.5;134.4;"Électricité";"2023-09-07";"Langogne";927.6;2294.8;2067.2;1074.2;"2348E2990395D";"48300";4754.5;"C";767810.89;"2033-09-06";11742.3;"appartement";358;"E";1926.6;11;13986.4;"48";"44.72762095870434,3.8564040548756684";"76";89.7;2.3;6403533.71;"48080";339.2;39.462086;NA;"48080_0380";12;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767813.97;6403533.64;3.856443;44.72762;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0288"
"585";"48080_0380_00012";6028.2;136.6;"Électricité";"2022-07-28";"Langogne";464.3;1378.1;2101.7;613.5;"2248E1740283W";"48300";4833.9;"B";767810.89;"2032-07-27";5877.2;"appartement";203;"D";992.5;6;8160.7;"48";"44.72762095870434,3.8564040548756684";"76";92.1;2.1;6403533.71;"48080";354.9;40.647823;NA;"48080_0380";12;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767813.97;6403533.64;3.856443;44.72762;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0288"
"586";"48080_0380_00023";3436.1;131.2;"Électricité";"2022-03-01";"Langogne";268.3;998.7;2018.2;421.7;"2248E0419352V";"48300";4641.9;"A";767808.46;"2032-02-29";3396.3;"appartement";172;"C";589.9;5;5749.3;"48";"44.72831600383832,3.856383939053307";"76";76.8;2.1;6403610.89;"48080";350.6;40.647823;1947;"48080_0380";23;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767801.19;6403609.7;3.856292;44.728306;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0152"
"587";"48080_0380_00023";3462.5;133.4;"Électricité";"2023-02-07";"Langogne";270.3;1011.1;2051.7;427.2;"2348E0410926U";"48300";4718.9;"A";767808.46;"2033-02-06";3420.9;"appartement";164;"C";593.5;5;5828.4;"48";"44.72831600383832,3.856383939053307";"76";81.6;2.2;6403610.89;"48080";355.9;39.185555;NA;"48080_0380";23;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767801.19;6403609.7;3.856292;44.728306;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0152"
"588";"48080_0380_00025";19833.5;711.6;"Fioul domestique";"2023-03-09";"Langogne";6218.4;2084.4;2196.3;6970;"2348E0799859T";"48300";2196.3;"G";767810.06;"2033-03-08";19192.6;"appartement";374;"G";1754.6;114;22005;"48";"44.72843395956664,3.8564059416487724";"76";60.9;2.2;6403624.01;"48080";200.8;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"589";"48080_0380_00025";12115.2;576.3;"Fioul domestique";"2023-03-09";"Langogne";3798.5;1313.3;1778.6;4399.2;"2348E0799861V";"48300";1778.6;"G";767810.06;"2033-03-08";11723.7;"appartement";386;"G";1071.8;118;13879.2;"48";"44.72843395956664,3.8564059416487724";"76";37.2;2.2;6403624.01;"48080";162.6;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"590";"48080_0380_00025";19833.5;711.6;"Fioul domestique";"2023-03-09";"Langogne";6218.4;2084.4;2196.3;6970;"2348E0799866A";"48300";2196.3;"G";767810.06;"2033-03-08";19192.6;"appartement";374;"G";1754.6;114;22005;"48";"44.72843395956664,3.8564059416487724";"76";60.9;2.2;6403624.01;"48080";200.8;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"591";"48080_0380_00025";19833.5;711.6;"Fioul domestique";"2023-03-09";"Langogne";6218.4;2084.4;2196.3;6970;"2348E0799870E";"48300";2196.3;"G";767810.06;"2033-03-08";19192.6;"appartement";374;"G";1754.6;114;22005;"48";"44.72843395956664,3.8564059416487724";"76";60.9;2.2;6403624.01;"48080";200.8;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"592";"48080_0380_00025";47124.4;471.8;"Électricité";"2021-10-07";"Langogne";7614.1;8947;7259.1;8129.4;"2148E0475466A";"48300";16696;"F";767810.06;"2031-10-06";45507.7;"appartement";461.5;"F";7356;37;53412.9;"48";"44.72843395956664,3.8564059416487724";"76";220;1;6403624.01;"48080";1461;40.441967;1976;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"593";"48080_0380_00025";12115.2;576.3;"Fioul domestique";"2023-03-09";"Langogne";3798.5;1313.3;1778.6;4399.2;"2348E0799872G";"48300";1778.6;"G";767810.06;"2033-03-08";11723.7;"appartement";386;"G";1071.8;118;13879.2;"48";"44.72843395956664,3.8564059416487724";"76";37.2;2.2;6403624.01;"48080";162.6;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"594";"48080_0380_00025";12115.2;576.3;"Fioul domestique";"2023-03-09";"Langogne";3798.5;1313.3;1778.6;4399.2;"2348E0799868C";"48300";1778.6;"G";767810.06;"2033-03-08";11723.7;"appartement";386;"G";1071.8;118;13879.2;"48";"44.72843395956664,3.8564059416487724";"76";37.2;2.2;6403624.01;"48080";162.6;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"595";"48080_0380_00025";12115.2;576.3;"Fioul domestique";"2023-03-09";"Langogne";3798.5;1313.3;1778.6;4399.2;"2348E0799864Y";"48300";1778.6;"G";767810.06;"2033-03-08";11723.7;"appartement";386;"G";1071.8;118;13879.2;"48";"44.72843395956664,3.8564059416487724";"76";37.2;2.2;6403624.01;"48080";162.6;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"596";"48080_0380_00025";127794.7;5151.4;"Fioul domestique";"2023-03-09";"Langogne";40067.6;13590.8;15899.3;45477;"2348E0799264W";"48300";15899.3;"G";767810.06;"2033-03-08";123665.5;"immeuble";379;"G";11305.5;116;143536.6;"48";"44.72843395956664,3.8564059416487724";"76";NA;2.2;6403624.01;"48080";1453.5;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"597";"48080_0380_00025";19833.5;711.6;"Fioul domestique";"2023-03-09";"Langogne";6218.4;2084.4;2196.3;6970;"2348E0799862W";"48300";2196.3;"G";767810.06;"2033-03-08";19192.6;"appartement";374;"G";1754.6;114;22005;"48";"44.72843395956664,3.8564059416487724";"76";60.9;2.2;6403624.01;"48080";200.8;39.185555;NA;"48080_0380";25;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767806.02;6403624.53;3.856355;44.728439;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0153"
"598";"48080_0380_00030";73234.8;371.6;"Bois – Bûches";"2023-06-25";"Langogne";2580.2;5487.9;5716.5;3039.8;"2348E2136736C";"48300";13147.9;"C";767827.53;"2033-06-24";70435.9;"immeuble";361;"E";4337;11;77485.1;"48";"44.72878902007989,3.856631990972006";"76";NA;2.2;6403663.64;"48080";933.3;39.215748;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"599";"48080_0380_00030";19132.9;120.6;"Bois – Granulés (pellets) ou briquettes";"2023-02-25";"Langogne";552.2;1551.1;1855;690.8;"2348E0630909R";"48300";4266.5;"C";767827.53;"2033-02-24";18407;"appartement";415;"F";1102.8;12;20535;"48";"44.72878902007989,3.856631990972006";"76";56.1;2.2;6403663.64;"48080";390.8;39.185555;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"600";"48080_0380_00030";19132.9;120.6;"Bois – Granulés (pellets) ou briquettes";"2023-02-25";"Langogne";552.2;1551.1;1855;690.8;"2348E0630823J";"48300";4266.5;"C";767827.53;"2033-02-24";18407;"appartement";415;"F";1102.8;12;20535;"48";"44.72878902007989,3.856631990972006";"76";56.1;2.2;6403663.64;"48080";390.8;39.185555;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"601";"48080_0380_00030";9917;119.4;"Bois – Granulés (pellets) ou briquettes";"2023-02-25";"Langogne";286.6;994.5;1836.7;413.3;"2348E0630194E";"48300";4224.5;"B";767827.53;"2033-02-24";9552.4;"appartement";261;"E";572.3;7;11495;"48";"44.72878902007989,3.856631990972006";"76";53.7;2.2;6403663.64;"48080";399.2;39.185555;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"602";"48080_0380_00030";66305.9;371.6;"Bois – Bûches";"2023-06-25";"Langogne";2337.1;5082.2;5716.5;2796.6;"2348E2133463F";"48300";13147.9;"B";767827.53;"2033-06-24";63798;"immeuble";332;"E";3930;10;70847.2;"48";"44.72878902007989,3.856631990972006";"76";NA;2.2;6403663.64;"48080";934.4;39.215748;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"603";"48080_0380_00030";13298.8;120.5;"Bois – Granulés (pellets) ou briquettes";"2023-05-31";"Langogne";385.2;1213.1;1853.2;521.8;"2348E1818955T";"48300";4262.4;"B";767827.53;"2033-05-30";12838.7;"appartement";316;"E";769.2;9;14935.6;"48";"44.72878902007989,3.856631990972006";"76";55.9;2.2;6403663.64;"48080";392.4;39.215748;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"604";"48080_0380_00030";12049.1;119.9;"Bois – Granulés (pellets) ou briquettes";"2023-05-31";"Langogne";349.7;1140.5;1845.1;485.5;"2348E1816686M";"48300";4243.7;"B";767827.53;"2033-05-30";11656.4;"appartement";300;"E";698.3;8;13740.4;"48";"44.72878902007989,3.856631990972006";"76";54.8;2.2;6403663.64;"48080";391.4;39.215748;NA;"48080_0380";30;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767830.1;6403667.44;3.856665;44.728823;"parcelle";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0162"
"605";"48080_0380_00031";5431.1;135.6;"Électricité";"2022-02-13";"Langogne";420.2;1383;2086.7;537.6;"2248E0288259U";"48300";4799.3;"B";767815.08;"2032-02-12";5319.5;"maison";245.4;"D";898;7;8194.9;"48";"44.728808960998805,3.8564750501830694";"76";76.8;2;6403665.72;"48080";352;40.647823;1961;"48080_0380";31;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767812.38;6403665.81;3.856441;44.72881;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0634"
"606";"48080_0380_00032";11928.5;120.8;"Fioul domestique";"2022-06-28";"Langogne";3777.6;1593;1858.1;3950.8;"2248E1478917I";"48300";4273.6;"E";767829.5;"2032-06-27";11659.1;"appartement";314;"E";1065.9;69;14328.7;"48";"44.7289270150752,3.856658972390548";"76";56.5;2.1;6403678.99;"48080";366.9;40.647823;NA;"48080_0380";32;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767829.5;6403678.99;3.856659;44.728927;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0163"
"607";"48080_0380_00032";7814.1;2.5;"Fioul domestique";"2023-05-25";"Langogne";10.8;1198;1800.3;2652.5;"2348E1786942M";"48300";4140.8;"D";767829.5;"2033-05-24";7693.4;"appartement";237.4;"D";703;47.1;10151.8;"48";"44.7289270150752,3.856658972390548";"76";56.2;2.2;6403678.99;"48080";362;39.215748;1997;"48080_0380";32;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767829.5;6403678.99;3.856659;44.728927;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0163"
"608";"48080_0380_00032";5599.5;4.9;"Fioul domestique";"2023-05-25";"Langogne";16.9;921;1567.2;1889;"2348E1811763D";"48300";3604.6;"E";767829.5;"2033-05-24";5439.3;"appartement";389.3;"E";497;74;7391;"48";"44.7289270150752,3.856658972390548";"76";25.5;2.2;6403678.99;"48080";340;39.215748;1997;"48080_0380";32;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767829.5;6403678.99;3.856659;44.728927;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0163"
"609";"48080_0380_00034";30478.3;97.4;"Bois – Granulés (pellets) ou briquettes";"2023-02-06";"Langogne";885.4;2160.1;3248.1;1027.5;"2348E0406973T";"48300";3248.1;"B";767834.98;"2033-02-05";29514.3;"appartement";312;"E";1768.2;9;33442.8;"48";"44.72931196418985,3.856734044509435";"76";109.9;2.2;6403721.81;"48080";194.6;39.185555;NA;"48080_0380";34;"";"Avenue du Marechal Foch";48300;48080;"Langogne";NA;"";767834.98;6403721.81;3.856734;44.729312;"bâtiment";NA;"";"LANGOGNE";"AVENUE DU MARECHAL FOCH";"commune";"commune";1;"48080000AL0165"
